,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price
0,Question&TheAnswer,"March 20, 2012",4.0 out of 5 stars,Refurbished Dell Latitude D620,"I truly give this a 3 1/2 star rating. I'll tell you the Pros and Cons, and what the computer is and isn't made for. I wanted a new Laptop for the online marketing I do since I thought my Toshiba A205 was done for. The shipping from ABCcomputers was fast and everything they said the computer was, was valid information. I was ready to go back to Windows XP OS with the Dell, but decided to install Vista in it instead. The battery and charger worked very well to my surprise lasting well over 2 hours and there were very few cosmetic scratches. Yet the one thing that I cannot get over about the computer was how dim the screen was. I have doubts that all Dell D620 screens come that dark, but it seems as though it's always on a power saving mode for battery life like a typical laptop. It's a slight annoyance, but I believe I can live with it, and I can say this was the greatest of all problems I had with the computer.ABCcomputers described it as a powerful laptop despite it's 1GB RAM memory, 1.65GHz Dou Core Processor and only 80GB HDD memory. To my surprise it was a work horse! Here's the twist, I replaced the 80GB Seagate Hard Drive with an 128GB Solid State Drive in the Dell and could start maybe 10 applications all at the same time including 3 web browsers with practically no application effecting the others performance. Here's another twist; when I found out what was wrong with my Toshiba (a newer computer than the refurbished Dell), I switched the Solid State Drive to the Toshiba that had 2GB RAM, and 1.85 GHz Duo Core Processing. In this experiment, I found the applications sometimes load a few seconds slower than instantly like in the D620. I actually encountered some freezing of applications I had to force close in the Toshiba. This never happened when the SSD was in my Dell D620! I still kept the SSD in the Toshiba because of how bright and wide screened it was over the Dell. Besides, the SSD works good enough in the Toshiba.The computer's processing seems very good with it's original Seagate Harddrive. I really don't know what you can ask for more out of a refub Dell from 2006. This Dell's focus was primarily as a business computer so Word Processing is ideal. I was planning on upgrading the Dell even more by putting in 4 GBs of RAM as it only has 1GB. Before anything my main focus is getting that backlighting brighter as Fn + the UP arrow key does not do the trick. I'm sure that would cost at least over $100, and right now that's too much of an investment out of this secondary computer. At the same time the computer can only use 3.5GB out of the 4GB of RAM because of the BIOS blocking it or 32 bit OS you're using. Either one is the case but I'm not %100 sure. The D620 is not a light computer even though the screen width is just 14 inches wide. They made it pretty sturdy with a Strike Zone feature that probably helps keep your hardware and cpu denying damage.It's not at all a Gaming PC. A video card / whole new motherboard has to be put inside of it just to recognize a newer Microsoft game. So, sorry gaming geeks, you'll have to pay probably another hundred dollars if you wanna play Skyrim and your other favorite games. Gaming wouldn't be exceptional anyway, since the screens brightness isn't top resplendent or enchanting.Concluding my own personal story, I now have a secondary laptop that I'll probably just store files on such as music for I Tunes, and maybe in the future video file, and probably do some web browsing. I think its a good PC, but I would like to know what others feel about their Latitude's backlighting. Comment because I wanna know. It's a decent computer, but I think it would be well worth the $200 if it didn't hurt my eyes to watch lol. Other than that problem I would recommend someone buying this computer and upgrading it as they go making it a super computer like I did.",Dell D620 Laptop Duo Core with Windows XP,&132
1,Beli,"July 28, 2015",4.0 out of 5 stars,Would not recommend,"UPDATE: After updating the drivers and disabling the ""pointing stick,"" my previous issue with the cursor disappeared.It has now been one week since, and the problems have not returned. So seeing that the problem was fixed at no additional cost to me, I'm changing my rating from 1 to 4 stars. I recently discovered that the battery only holds its full charge for approx. 1-3 minutes (depending on brightness and open applications) when i attempted to unplug it and take it to another room. I''m not sure if the battery issue is a new development or not, as I rarely use the device unplugged. If not for the battery problem; I'd have given it 5 stars.Initial Review (July 2015):I purchased this laptop to use I'm my business to run office management software back in February. About 4-5 weeks after starting to use it I noticed that at times the cursor would occasionally jump to the upper right or lower left hand corner of the screen. I was usually able to move it back to where I needed it and I ignored what I considered a minor issues... But as the months have passed, thus problem has become much worse. The cursor now goes to the bottom or top of the screen and slides from left to right. I am powerless to stop it. Using a usb mouse does nothing as the problem seems to be coming from either the touchpad or the ball pointer. I'm at my wits end with this problem. I've just started pulling up my patient files for this afternoon and the touchpad has simply stopped working. The ball pointer will only moved left and right but whatever is ring will pull it back to the right hand corner of the screen. I feel like this was a waste of money and a huge inconvenience as I now have to find a way to transfer my records to another computer and as a less than techno savvy person. Im not sure how to go about doing that without the use of the mouse. I googled this issue today and found out that it is a common problem with this model. So BUYER BEWARE!!! I wish I would have read a review like this one before purchasing this laptop. Ill now have to seek proffessional help with this problem (for the sake of saving important records) which will no doubt cost me more than the laptop itself. I suppose I should have been wary of the price in the first place.",Dell D620 Laptop Duo Core with Windows XP,&132
2,Christopher Nathan,"April 8, 2016",5.0 out of 5 stars,"This process, value and reliability supersedes any Craigslist nightmare hands down!","If you are looking for an awesome reliable laptop when you are traveling, this is the one. Old school laptops cannot be beat by any means, especially a Dell as they hold their value like trucks. Yes, it has XP, but XP is reliable and not a resource hog unlike Windows10. I am moving out of state and need a stable laptop for school. I am also a computer techie and have been around the block millions of times with every computer and operating systems available to the world which is not many at all. I am extremely happy with the service I received and the value of this particular laptop. It is a beast that will not let me down in my needs. Even though, standard delivery is the only option, I needed the laptop before my moving date. I emailed the seller and they responded in a timely manner to confirm shipment. I ordered this on Monday and received it on Thursday midday. It is a very 'clean' laptop. Meaning, the shell is not beat up by any means but gently used. I would not be surprised if parts like the screen and keyboard were replaced because it looks new. The Windows XP OS is a very 'cleaned' up operating system, meaning there is no useless programs and junk. There is a couple extra programs like CCleaner and Malwarebytes that these guys installed which is very useful in case of need because XP is not supported anymore so you will not be able to get updates. Support ended April 2014. You might encounter issues with installing programs that have or will no longer support XP but the initial program will still install and work like Spotify.  It is superfast with great response time on multitasking. Everything is as stated in the sellers description. I run my internet resource off of easytether and support for LGV10 was flawless. An external wireless mouse is an essential with laptops in my opinion. The battery is expected to not completely hold the charge for a great length of time. If you understand that logic, then you understand the purpose. Unplugged is a very short temporary solution. After all, this is an old school laptop.  Keep the ac adapter plugged in when you can and you will be just fine.  If I ever need a laptop again, I will definitely be coming back to this exact spot. This process, value and reliability supersedes any Craigslist nightmare hands down!",Dell D620 Laptop Duo Core with Windows XP,&132
3,Brandon Lee Malcore,"July 17, 2015",5.0 out of 5 stars,Epic for me anyways.,For budget Gamer I found this laptop to be great for league of legendes. (With upgraded RAM to 4 gigs of ram) being capable to run windows 7 32 bit and 64 bit.Video: The graphics are integrated so its simple. It can run hearthstone and leauge without a problem.Sound: I can't say I like the sound on the device. I use a speaker so its working out for me but without it its hard to a lot to be honest.Speed: like I stated before the 2.0 gigs that it comes with can still do the job for the games I play and the videos I watch whilst using only one of the programs but with the upgrate its fantastic.Battery: Another downside to be hosnet it does heat up quickly and if your a gamer like me you know that if you have it unplugged windows ussaly goes into a power saving mode that slows it down significantly. So giving the battary a break from time to time is ideal.As far as non gaming pursues such as surfing the internet and what not. It runs quite well. But you'll have to upgrade your browser for some sites because windows XP is no longer supported by Microsoft. I use firefox for the best performance.You can of course upgrade to windows 7 32 bit and use windows internet explorer 11 but Windows XP doss not run it.All in all if you know your way around a a personal computer this buy is a steal and a great device if upgraded.I love it already.Oh and john the service Representative was also vary awesome for getting shipped to me faster.Thanks John!,Dell D620 Laptop Duo Core with Windows XP,&132
4,Ngirilover,"November 26, 2012",4.0 out of 5 stars,Great Computer Great Price...Tampa the Best,"I believe that I have now bought 3 or 4 refurbished computers from Tampa Laptops.  They have all been Dell's with Windows XP operating systems.  The people for whom I have bought these computers are educated poor people in sub-Saharan Africa where computer viruses regularly take down laptops.  These computers have held up well.  They are reasonably quick, and with a good virus protector on them and some instruction about scanning and keeping the virus protector up to date, the people for whom I have gotten these computers have been very happy.  One thing that has helped a great deal is the one on one assistance that I have received from Tampa.  I have always reached a human being there when I call to ask a question.  They have replaced batteries for me that were dead, and they have helped me to understand what additions I need on these computers. While the hard drives are not huge, they are fine for starter computers...especially student computers. My understanding is that the XP system still rates as the best for PC's and this is certainly what my African friends have told me.Their prices are very competitive, and again, their service is terrific.  I'm very sorry they are no longer on Amazon Prime, but I will always buy refurbished computers from Tampa. (I am a Mac person myself-so Tampa, start working on them, too!)",Dell D620 Laptop Duo Core with Windows XP,&132
5,Amazon Customer,"August 25, 2021",4.0 out of 5 stars,A good deal for the price.,"It's  a decent refurbished laptop, there's a loose letter key, and the power cord has some slight separation at the cord/plug joint,  but these are issues I can handle  easily. Overall, I'd say it was a good deal for the price. The  battery that shipped with my order was in good health.",Dell D620 Laptop Duo Core with Windows XP,&132
6,KJ Steve,"June 21, 2013",4.0 out of 5 stars,Clean it up and your good to go.,"Shipping time isnt the best.If you need it now look elsewhere.Computer was well packaged when it did arrive,.It could have used a good cleaning as it had several places where ""stickers""had been removed and not completely cleaned of the glue.Keys as well required cleaning.O.K.,we bought a refurbished unit and we understand that Jeremeys Computers and our standards of a clean refurbished unit do differ.Lets leave the cleaning issue and get to the functionality of the laptop.I removed the laptop from the shipping container and was immediatly able to power up and get online.I checked both the wireless and ethernet .All keys function as they should and all ports appear to work as they should.There are several sellers online and there cost for the same unit is very close.Overall it is a good little laptop.  If you can get by doing a little cleanup on your own in my opinion you are getting a reasonably good working refurbished unit.Maybe when you place your order you can tell them in the comments section you need  a clean working unit.Perhaps one of the other sellers may give you a cleaner unit but I do know that I have a laptop that arrived fully functional.Cosmetics gets a ""D"". Everything else gets  an ""A"".",Dell D620 Laptop Duo Core with Windows XP,&132
7,taylor,"April 26, 2012",4.0 out of 5 stars,Dell laptop,"The pros:  this is a good & clean computer with wifi and the company sent it in a good time frame.  I had just planned to buy a new laptop but an unexpected illness, bad economy, no job, a computer repair that would cost more than buying another computer and living in a rural community all left me in bad shape. I'm glad to have found a good computer under $200.  The cons: a lot of drivers were outdated as well as the windows xp updates (109) and the battery was dead so I had to buy a new one.  My personal problem was I couldn't do any updates so my usb internet modem wouldn't work.  Since I live rural and the closest wifi is 30 miles one way at McDonald's (their wifi is very slow) I couldn't afford to stay very long and it took me a long time to update my system.  I saved up for a mifi hotspot and had to save up for the prepaid card at $40.00 a month.  So that's why it has taken me so long to reply.  As the old saying goes - it is hell to be a poor college student. And no my old community college doesn't have wifi.",Dell D620 Laptop Duo Core with Windows XP,&132
8,"Rebel""K""","March 14, 2013",5.0 out of 5 stars,Don't miss out on a good thing!!,"Being an Mac person since 82, I was kind of leery buying a PC, especially a used one.  After checking out the products on Amazon I settled for the Dell 620 (630) since it had the speed and power I need for my online job.  The computer had a very good price for the performance it offered, and although I did not expect a whole lot in the looks department, I was pleasantly surprised when I unpacked it a couple of days later.  The item looks as if it had never been used and i would challenge anyone to tell it apart from a new one. It ran right out of the box, and I actually like it, even if I still use mainly my Ibook 4G.  After adding my own sofware  which optimizes the whole system it is now perfect. Wify runs at 12mps which is more than enough to download full movies in a matter of minutes.  It also improved my productivity since the work pops up on the screen almost instantly.  All in all I am very pleased with this product, the service I received, and the customer care offered by Tampa Laptops.  I would recommend them to anyone looking for a used laptop at a more than fair price, and a seller that cares about their customers.  I am still an Apple man, but the PC from Tampa Laptop will be by my side, and my new work horse.",Dell D620 Laptop Duo Core with Windows XP,&132
9,Kindle Customer,"October 2, 2015",5.0 out of 5 stars,Great model. Keeps in the market after years of Dell not building them.,"Thanks for selling me this laptop. I had another one (same brand and model) but my board died (it was fair after buying it already used and using it hard for a couple of years). So I just used the one I bought here, replaced the hard drive, and it has been working great for about a year.  I upgraded to WINDOWS 10 and it is now working EVEN BETTER!!!!!!I had it updated with all the memory it can get (I think is just 2 GB) and a 1 TB hard drive. But they even sell solid state hard drives for this tough guy. I but a battery replacement every 2 years. It is completely inexpensive. This is a tough, robust, laptop. I am a developer at a major tech company in Seattle, and I use this laptop for my personal self-experimenting. Also I am a Phd student at a top-20 USA university, and this is the computer where I develop, test and show my research to my advisers and colleagues (I do weather computational modeling over non-sql mongo databases) and I run this stuff when riding a bus. So, this laptop IS good.Dell. Please. Make a successor for this model. Current ""successors"" are just big tablets with keyboard. They are social-media computers. Those models suck.",Dell D620 Laptop Duo Core with Windows XP,&132
