,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price
0,DaddyDawg,"July 26, 2022",4.0 out of 5 stars,Good price and value,We use it strictly for youtube watching and uploading for our B-dawgchannel platform. It has served us well for a year now.,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
1,Amazon Customer,"March 17, 2021",4.0 out of 5 stars,Excellent for the price.,"For context: the laptop I had prior to this was a $200 HP that couldn't run more than 3 tabs of Chrome at once, so anything was going to be an improvement.The features I mainly use my laptop for are:-work (spreadsheets, Chrome tabs, designs on Canva, InDesign, etc.)-art (making pixel art in Photoshop and Aseprite)-gaming (Night in the Woods, Stardew Valley, Among Us, etc. The heaviest game I've run is Sims 3.)-meetings (Google Meet & Zoom)-writing (short stories & fiction)Immediately this laptop was a massive improvement. The keyboard is SO pleasant. It's backlit blue, which you can turn on and off. It has a numpad which is great if you work with spreadsheets/data. The responsiveness of the keys is satisfying. The touchpad has a good click, though it has no buttons (I like this, but others may not).Laptop runs beautifully. Startup is fast, runs multiple pages of Chrome no problem, and even loads up Adobe Creative Cloud as quickly as the desktop I have at work. If you want more speed, the 8GB RAM is upgradeable according to other reviewers. I'm considering it, but right now I have no need.The screen is matte and does a good job of reducing glare - not to mention the size is great for gaming, and the display, while a tiny bit muted, works just fine for the type of graphic design and pixel art I do.This is a gaming laptop, and the games I've run so far are so smooth and so easy to play. I have no input lag and I can run them on the highest graphics settings. To be fair, I don't play more intensive games, so I can't speak to that. But lighter games run smoothly and very well.My only 3 complaints about this laptop I have so far (I've had it about 2 weeks) are: the weight, the fan noise, and the battery. It's a little bit heavier than I'm used to carrying, but if you have it in a protective sleeve in a backpack, I doubt it'll be much of an issue. Just be prepared for thickness and a little bit of heftiness. The fan noise is my biggest problem. I was on a Google Meet call yesterday and within a couple of minutes, the fan kicked on and was pretty loud. It hardly ever runs, but the laptop does feel warm after a bit of use. I wouldn't recommend using this laptop in bed or anywhere it can't get good ventilation. And lastly, the battery life is a little bit shorter than I'd like it to be. It lasts a couple of hours, which is good, but be prepared to keep your charger with you if you're taking it outside your home.If you're like me, even budget laptops (below $1000) don't feel very ""budget."" Anything that costs more than $500 has me pretty hesitant. Rest assured, I've looked at laptops for probably eight months before committing to this one. So far, it's been worth the investment, and if you want a computer that can handle a number of tasks without lag or sluggishness, I'd highly recommend the Lenovo L340.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
2,Honey,"June 2, 2021",4.0 out of 5 stars,Speakers are SUPER quiet!!,"I’ve had this laptop for a few months now and I love it. This is a relatively cheap laptop as far as gaming laptops go and it works pretty well with really nice graphics.The only annoying thing about it is how quiet the speakers are. It’s really hard to hear it over anything; if my air conditioner is on I can’t hear the laptop most of the time.I have a separate speaker but I don’t always want to have to connect it if I’m laying in bed playing or watching something. If you don’t have a speaker you can connect, you should get one if you’re getting this laptop!!",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
3,Brian Alpine,"August 16, 2021",5.0 out of 5 stars,Great mid level gaming pc,"My son and I were looking for gaming rigs and couldn't believe how much it cost to build one these days! We ordered up a pair of these to play games like Conan Exiles, State of Decay 2, and other more casual less demanding games. Even on Conan set to high i still get 50-60fps averaging around 52. For that game, I can't complain at all. As long as you have it on a cooler mat it stays pretty cool considering it's all enclosed. I run mine in clamshell mode with a 27inch scepter monitor. Works perfect. Order up a larger SSD though...it's small. A++ product and satisfied with the performance at this price range.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
4,yes,"June 18, 2021",4.0 out of 5 stars,Love it! Except for trackpad.,"I love this computer, fast, reliable, not very heavy. The outside material is smooth plastic as is the inside. The screen is matte, and the keyboard is nice and low. The track pad is flimsy, flimsier than any other laptop i've gotten (i only ever got Hp though) m. It's not flimsy as in broken, but more flexible because of the material. But i use my mouse anyways.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
5,Amazon Customer,"December 5, 2020",5.0 out of 5 stars,No better deal for the price,"I bought this for gaming, it runs red dead redemption 2 and Grounded on high settings flawlessly. I recommend setting your max processor state to 85% which will prevent any and all throttling or overheating issues as well as give your cpu a longer lifespan. Speakers are decent and quite loud, the weight and size are comparable to any other laptop meaning it doesn't stand out like other gaming laptops at all. When I'm not gaming on it, the fans are  quiet. But they are as loud as any other laptop when gaming unfortunately, nothing that can be done about it and not the sellers fault. The fan intake is on the bottom,which would make cooling pads more effective but trust me they won't be needed at 85% processor state. It came packaged nicely and arrived a day early, 100% recommend for anyone looking for a portable gaming machine or engineering students using AutoCAD or other software.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
6,Amy F. Williamson,"October 15, 2021",5.0 out of 5 stars,"Best Value, I love it!","Great people to work with. I put wrong address on Laptop, realized it after the editing period. Amazon cancelled the order. I contacted the company and they quickly put my refund through and had a new Laptop sent to me. I did a lot of research and decided on this laptop after reading its reviews. So far, I can only comment to the seller’s and they were great. I’ll update after I have a better chance to use laptop.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
7,Christian Ruiz,"February 3, 2022",5.0 out of 5 stars,great value for the price,"I am using it to trade markets, it is a very good laptop, stron materials, clear screen.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
8,Chandler Metcaffe,"March 7, 2021",4.0 out of 5 stars,Horrible battery.,"Great laptop for the price. Can play all modern games well enough. Battery sucks bad. Isn’t at 100% charge if you leave it plugged into the power block for week. Down to 97% at full charge. If you let the battery almost run out and then charge it, it goes back up to 100%. Battery doesn’t last long at all.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
9,Matthew W,"March 20, 2021",4.0 out of 5 stars,Good value but get bigger hdd,I've only had it for 2 days and so far I love this laptop.  Plays the new Avengers game without a problem.  I would recommend getting the one with bigger hard disk drive because 256gb isn't enough and its a pain to get inside of it to out in a bigger HDD.,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
10,Rosita,"July 25, 2021",4.0 out of 5 stars,Battery sucks,Great laptop but does within 30 mins of gaming,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
11,karla Giselle Lobos Astorga,"June 24, 2021",4.0 out of 5 stars,Grandioso para juegos y para trabajar,"Es excelente para esas características, pero su batería depende de lo que esta usando",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
12,Temisha Hill,"July 15, 2021",5.0 out of 5 stars,,,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
13,Kay Reh,"November 17, 2021",3.0 out of 5 stars,They DELIVERED On Time,My son's birthday was totally AWESOME thanks to this product being delivered on time! The laptop is sleek and clean looking and packaged well. It was received on July 10th and was pretty easy to set up. It's a little early in ownership to provide a valid review. Will update around the 30 day mark.,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
14,William Abbs,"December 26, 2020",4.0 out of 5 stars,Didn’t get to play used on games,Like is fast and good screen.Dislike size hurt hand and finger and not running some game.,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
15,Aleem A. Mohammed,"April 1, 2021",5.0 out of 5 stars,Its good,This laptop played all the games I wanted at 60 fps but there are two minor things that I'm not pleased with. First is there are fingerprints everywhere and the second is the short battery life. Other than those this is a great product,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
16,Crystal P.,"May 10, 2021",5.0 out of 5 stars,Good value for money,"Terrific laptop for the price. There being a shortage on graphics cards for desktops this is a good gaming and productivity machine. It’s relatively fast and responsive, the backlit keyboard is a nice touch. Overall I like it, I’m not going to spend and go all out on a laptop anymore, this works. I’d rather spend more on a desktop if I need a lot more power.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
17,MelloFello,"May 9, 2021",5.0 out of 5 stars,Good for Sims 4,I use this laptop to play Sims 4. That’s all I do. I have almost all the expansions downloaded and it takes awhile to boot up the game but doesn’t seem to lag at all which is SO NICE!!! The battery dies really fast I can full recharge it three times in one day... but I do play a lot of Sims,Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
18,Patricia D.,"February 23, 2021",4.0 out of 5 stars,Sims 4 Perfection,"Bought this for my wife. She loves the Sims 4 but her old laptop couldnt handle it. This runs her game smoothly even with all her mods and junk. So far, she loves it so 5 stars from me. The battery life is like 4 to 5 hrs which i think is fine. So, dope product.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
19,Johnny Roche,"April 1, 2021",5.0 out of 5 stars,Good but iffy battery,"Very good, the only complaint is the battery drains a bit too quickly for my preference.",Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,&639
