,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price
0,Anthony,"December 23, 2019",5.0 out of 5 stars,Great Laptop - Highly Responsive and Great Touch Screen,"Overall, I would say the laptop is great. It is definitely worth the price of around $300. It is small, lightweight (although could be more), responsive, looks great, smells new after months, smooth to use, track pad is pretty good,overall good chromebook.I'm not really too much of a Tech person but grew up with computers in my 20's mostly using it for school and personal stuff.I had it for a few months now so my beginning concerns aren't the same as my latter ones. I'll try to go over really quickly the basic beginning concerns I had then go through with my impressions with months of use later on. 1366 X 768 isn't HD but it's acceptable. Processing speed is 2.1 ghz, never had a problem or issue with lags. 4 gb ram is okay, probably wouldnt do 2 gb. 11.6 screen, I wanted something smaller so this is a plus to me. Bit heavy with 2.64 lbs for a small laptop but it's okay, still my lightest one. internet connection is good and bluetooth use was good. Processor never had a problem with Mediatek. Convertible to tablet mode is a plus. Solid state so processes quickly which is a big plus. Battery life is great, I hate charging and finding an outlet, but this goes on for more than 8-10 hours, just doing school stuff, no videos. I would say I searched like crazy in the beginning. I wanted one main personal laptop and one small convertible laptop and this was the best convertible one I could find on Amazon. I compared like 20+ laptops over a week, I was really putting a ridiculous amount of time on it. But I had specific things I wanted in mine, like speed, aesthetics, smooth performance, and valued those more than other things. I wanted things to be really convenient.I have started using chromebooks more because they are inexpensive and very convenient to use. They aren't too good for hardcore processing, but for school work or personal work, it meets all my needs. Whenever I use it, everything is pretty smooth and seamless. Start and shut down are almost instant. I have never had an issue with it's use so far. I think for me, the biggest plus is the elegance. It makes everything very easy to use, it looks great, it even retains its new smell after some months with light use. My other laptops have poor track pads but this one is infinitely better. I don't feel the need to use a wireless mouse as well. I ended up getting a screen protector for it for almost $20 because it was a touch screen. I like how it has a lot of features like hdmi cables, one usbs, even a memory card slot. I think for the price, it is definitely worth it. It feels like a very high end chromebook, although I generally wouldn't pay too much for a laptop in general because I don't need high processing. The buttons feel nice and smooth. There hasn't been much lag or delay time. Updates are easy and smooth. Screen is nice to look at and the colors are great. There doesn't seem to be much glare and it feels aesthetically pleasing. Yeah everything's really nice with this.There are some things I don't like about it though. Originally, I had planned to use this as a tablet part-time because I didn't want to buy paper textbooks. I thought of using all of it on this chromebook, but it turned out to not be convenient because it was too heavy. I would use it on the train and my hands would almost immediately get tired trying to read. I would have to rest is down on myself, which isn't a big deal but wanted something I could read ebooks and pdfs on conveniently. I don't know if I will end up getting another one to serve that purpose. It also is a chromebook so it cannot download files and stuff. I don't particularly like that because that stops it from being my main computer. I don't like putting personal stuff on my drive, like my expenses or whatever even though it is irrational and I do it with some apps. Maybe I should, but the fact that everything is on my drive to see makes me feel a bit uncomfortable. I don't mind that this computer cannot really do much without internet because I always have something saved on it. It has 64 gb of memory which I think is quite significant. I mean, if I couldn't put anything on the drive, I wouldn't feel that, but 64 gb + drive storage seems more than enough and I am trying to be a minimalist anyway. Yeah not that many cons.Anyway, I wanted a inexpensive laptop but this definitely performs up to par with most laptops. Never had a problem with it so far months into my purchase but did want something I could use as a tablet. Would definitely recommend. Definitely better than a lot of the stuff I grew up with that cost 3x more. Best laptop I could find and really pleasantly surprised overall in many areas.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
1,Groingo,"March 31, 2022",5.0 out of 5 stars,A very  unexpected surprise!,"Renewed Lenovo C330 arrived in a huge box clearly marked HEAVY LOAD....someone had a sense of humor being that the whole thing weighed only 4 pounds and you could have put ten of these in boxes inside their big box!Opening the box the description had said it had cosmetic damage on the sides and gouges on the case, close inspection revealed no damage, it was MINT condition plus the moment I cracked the lid open it was already setting itself up and after a couple of minutes it was ready to go, (try that WINDOWS!) it had syncd itself from my other Chromebook!The main reason I bought the Lenovo Chromebook was to see first hand how it compared to the two Acer Chromebooks I have, the Acer Spin 713 and the Acer R13, both having a lot of aggrivating issues relating to OS integration.Acer both 713 and R13 had serious issues with poor sound loudness and quality, image quality is poor even though they were running over 2000 resolution, poor internet speed as both 713 and R13 kept switching to lower speed settings, while virtual keyboard settings in both Acer's suffered from serious lag, and screen fragmentation, Bluetooth pairing was poor with continual drops and no restart if computer woke from sleep and slower overall performance on and offline if used as a tablet.Lenovo: Suffers from none of the above and excel's in many areas starting with Sound which is LOUD, image quality even with a low 1366 resolution is tight, sharp, and vivid, internet speed stayed where you put it and is quick, virtual keyboard no issues, Bluetooth pairs easily and is ready after sleep with no drops, tablet performance no different, quick and precise.I agree with some other comments that this is a really handsome computer, the eggshell white with dark grey keys is a real eye catcher, that backed up by a great overall experience and I just noticed the price for these as renewed from the Amazon Warehouse has dropped, you will NOT be dissapointed!Now for the real twist:  I have bought 9 different Chromebooks over the past couple of months to see if they had that something special that makes them indespensible and I must honestly say that my Fire Tablets 7 through 10 and ONLY the Fire Tablets are much more useful, easy to use, take a ton less space, have much broader uses, easier to take with, typically much higher video, image and sound quality and much faster on the internet and cost waaaay less but give you so much more, so the grand experiment is done and I will be finding some good homes for the Chromebooks.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
2,Josh Hartman,"November 30, 2018",5.0 out of 5 stars,Far exceeded my expectations,"Full disclosure, I am not an IT professional but use laptops, tablets, and desktop computers daily in my personal and work life. This chromebook has far exceeded my expectations. This is my first time using a chromebook. I have had a week or so to really dig into the device. I own an alienware gaming laptop, but I find myself only using it now for gaming purposes only.This chromebook is fast in my opinion. The speed is snappy and the device responds quickly to gestures and commands. I have yet to find sometime I can't do on this that I do on my windows laptop aside from gaming. One game I like to play requires windows, mac, or linux. Since this has an ARM processor it does not support linux applications at this time.Design: This device is a bright attractive white chromebook. I find the design to be pleasing to the eye and appears sturdy even though it is made from plastic. I do not particularly like using it in tablet mode. The screen feels bulky and sometimes unmanageable in tablet mode. The screen quickly transitions to whatever position to place it in whether laptop, tent, or tablet mode. I personal find myself not even using my LG tablet for much of anything except when I need LTE internet away from home. Overall the design is great.Screen/Input: I find the keyboard to be on par with most laptop keyboards. The keys are a little shallow and I feel my typing has slowed a little bit, but not by much. The IPS touchscreen is very responsive and rarely find myself having to touch the screen more than once for my intended gesture. Screen is bright in home conditions, but feel it would lack in more intense lighting situations, such as outdoors.Ease of Use: The google play store makes this thing be able to do just about anything. I have not tried any intense applications. I use chrome, netflix, hulu, evernote, several banking apps, and various other apps. All of them are snappy responsive. The bank apps load like they are in phone mode, thus they are in a small window. The apps still work as designed. Netflix and Hulu playback is smooth and pleasant to watch on the screen.Overall, I am impressed with the Google OS and this device in general. If your someone who is on the fence about the operating system, I suggest you give it a try. The battery life is good as well. When using my gaming laptop its always with a cord tethered nearby. I also understand a gaming laptop is far more power intensive. I have yet to use this chromebook while charging it. The battery has allowed me to watch 4-5 hours of netflix, talk on facebook, and text through my phone without ever getting critically low. I charge it at night and then never put it back on till the next night. This is a max screen brightness. I was also very surprised with the speakers. The speakers were much louder and not distorted. I honestly expected them to be cheap netbook quality that is mostly better just to never use them, but thats not the case with this chromebook. I do generally use a bluetooth headset. The bluetooth headset paired with extreme simplicity. I also set up my brother wireless laser printer with google cloud print in less than 30 seconds.Google did it right and lenovo delivered a solid product. I did purchase this on sale for $200 but would have spent the $300. If your a web surfer, music listener, netflix watcher I highly recommend this. If you need windows intense software then go with windows. Otherwise I think you'll find yourself using this as your primary device as I have.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
3,javierre01,"August 22, 2022",5.0 out of 5 stars,Great,Es muy facil de utilizarla y puedes usaela como laptop o como tablet,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
4,Mel,"August 19, 2022",5.0 out of 5 stars,,,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
5,Arivee,"January 28, 2019",4.0 out of 5 stars,Good buy,It’s worth it .. good laptop at an affordable price it folds .. easy to carry around .,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
6,John,"August 22, 2022",5.0 out of 5 stars,Great Chromebook but with a few nitpicks,"I was curious on what a chromebook had to offer since i never used or owned one and i'm in need of a laptop since i'm living somewhere else.This chromebook is fairly light and small and gets the job done and there little to no wait time when you open the chromebook turning on automatically.There a bunch of things i noticed while using it is you can link your phone with the chromebook in where once you previously log into the chromebook beforehand you can unlock your chromebook right after by unlocking your phone (both have to have bluetooth enable). To search up shortcuts you can easily click the search button on the keyboard and type in shortcut and it have it where you can search all the shortcuts you can do and what nice is any additional keyboard say a bluetooth one can also do some of the shortcuts.Also there are options where you can close the laptop and you have two options you can either put the laptop to sleep or it just turns off the screen then there a option to lock it by closing it or not. nice note is if you have display off you can still listen to pandora,mp3,or youtube.Also for those who are wondering - you can play minecraft, ragnorak mobile (not fully keyboard control it only for texting in chat so no WASD movement) and hearthstone on it so it have it nice touch but you cant use the split screen feature from chrome so that a bummer now for the drawbacks. Also you can use microsoft word, excel and powerpoint from the googleplay store but you would need a account for it or just use the free online version.This is small nit pick - the screen is 720p yet it clear but it is noticeable when you use it long enough wish it was HD or 1080p also some apps are set to the 720p by default. the google play store youtube uses the quality of the screen while chrome youtube (basically youtube normally on browser) is more clear. Also skype doesn't have screenshare or sharesound so that a major bummer and skype seem to run slow on the chromebook in terms having people sharescreen their desktop it always come out blurry on some occasions and i have to minimize and reopen skype to actually see what going on. i haven't try video call yet so it up to debate. Lastly for discord from google playstore you would need to adjust some of the call setting for it to work. the default setting would cut you off mid sentence and random pausing in between.Another thing is you can't adjust the idle timer it either it goes to sleep, display turns off or stays on there no option to change it and when you have option to lock your desktop it end your skype call so you would have to go into settings for normal use, call use, and game use.lastly is your better off having your laptop go into sleep mode with locked instead of turning it off. when you shut it down the screen goes blank white then gets brighter and brighter then goes to black. it's just me being paranoid like it would be better if it just dims and turns off instead of going very bright then poof black not to mention if you usually play on medium to low brightness setting then having your screen go maximum brightness with no setting to change it get annoying not to mention when you open up your chromebook after shutting it off it adjusted your brightness setting as well as well a bright chrome logo before going into login. Mostly this is a nit pick since it bothersome when you are using it in middle of the night then when you turn it off it hit you with the brightest setting so i just end up closing it to sleep mode or shut off and look away.All in all it a pretty good chromebook i just wish it had more options in the settings as well have priority app settings in task manager","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
7,dustin l clark,"July 18, 2022",4.0 out of 5 stars,Great little Chomebook for the money,Great little Chromebook,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
8,Adrian L.,"September 12, 2019",5.0 out of 5 stars,Great Chromebook!,"Great chrome book! The quality is amazing but I ordered a white one and received a space blue one. I don’t mind but, still it’s not what I ordered.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
9,THG,"September 8, 2021",4.0 out of 5 stars,Incredible value for the price,"I bought this computer while on a trip to replace a different Lenovo computer that died while I was on deadline for an assignment while traveling. Fortunately, I was able to get this next-day Prime delivered to where I was staying in LA and began using it minutes after it arrived. To make this review easy, I'm breaking it down by main key features: display, keyboard, battery life, and build quality.Display: For the price, I don't think you're going to find one much nicer in terms of resolution and quality. Incredibly, you are getting a true IPS panel with nice viewing angles. I've found that the low res matte displays on other cheaper Chromebooks are incredibly difficult use and lead to eye strain. I'm a personal believer in purchasing as much screen real estate and pixel density as possible -- it really does make a huge difference. Another huge plus (and I'm not sure if this across the Chromebook line or specific to this one) is the night mode that cuts out blue light and boosts yellows -- this is another hugely important feature for me, personally. Touch screen functionality works fine. Display cons are that the bezels are massive and with it being super glossy, there can be lots of glare.Keyboard: Basically Lenovo has it figured out with keyboard layouts and feel. While it's nowhere near as nice as the Thinkpad keyboard, this one is laid out quite nicely and is easy to complete bigger writing assignments on. There's no backlight, which would be a huge plus, but for the price, it's difficult to find anything to complain about. The top row function keys will be familiar to those coming from the Mac ecosystem. Everything is very easy. The trackpad is also surprisingly nice for the price as well. Gestures work without issue.Battery life: This is where this computer truly shines. I purchased this while I was traveling during the winter and needed to it to complete weekly freelance assignments and had plenty of battery life while on the road. Even when being back home laying in bed watching Youtube or Netflix, the battery lasts all night, and then some. I basically never take the charger with me because I don't feel that it's necessary (unless it's already low on juice). In terms of just general surfing and Google doc stuff, you should be able to get a couple of days out of the battery. If you're watching videos and streaming, it's still a good full day's worth of battery life.Build quality: I've previously had an HP Chromebook and was not impressed by the build quality by any means. It felt cheap, almost like a toy. While this Lenovo Chromebook feels much more solid, I still wouldn't compare it to a Thinkpad or the higher end machines in Lenovo's lineup. Still, it feels quite durable and I've never worried about carrying it in a pack all day, or stacking books and other heavy items on top of it. The only thing that is kind of a bother is that the brilliant white finish does get smudges and dirty fingerprints on it. But that's more of a nuisance, not a flaw with the machine.For the price, you really can't do much better. So long as you have reasonable expectations for what you're getting and how much you're paying, you will be very pleased by this product.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
10,Jane Garrity,"August 4, 2022",5.0 out of 5 stars,Good basic chromebook,Good little Chromebook built for basic tasks and studying and the like.,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
11,Jlee,"June 13, 2022",4.0 out of 5 stars,Nice but Weak Lid,"Had this for 2 years now and over all I'm happy with it. The lid is weak when opening and closing it, and that's being very gentle with it. Last year it cracked on one side and this year the other has also cracked. It still works but I won't buy this brand again.","Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
12,Donnesha Wellington,"July 25, 2022",5.0 out of 5 stars,Buy it,I have purchased this laptop two times I love it and will ordering my daughter one too she also loves it.  Highly recommend.,"Lenovo Chromebook C330 2-in-1 Convertible Laptop, 11.6"" HD Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",&289
