,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price
0,Pirozzi84,"August 17, 2022",3.0 out of 5 stars,Game Play,For some reason my games I installed will not open. It just cut back to the home page.,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
1,Michael A.,"October 17, 2021",4.0 out of 5 stars,An okay budget chromebook.,This is a nice low cost chromebook. I think that that screen is fine considering it's low cost. It does not have keyboard backlighting which can be found on some hp models at around the same price. I picked it up as a cheap complement to my galaxy book go. It's basically just okay. I have not had it long enough to comment on its reliability. I'll upload a followup review in the future.,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
2,Alexander Rodríguez Mejías,"January 2, 2022",5.0 out of 5 stars,Funciona como una Tablet,Este producto lo utiliza la hija de una amiga para sus estudios de Derecho. Cumple con las expectativas.,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
3,Eric Ellis,"January 2, 2022",1.0 out of 5 stars,,,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
4,Sandy,"November 4, 2021",1.0 out of 5 stars,For ages 10 and under,"This is not a lap top, think of it as a bulky PDA and you may not be disappointed. if you want to introduce a toddler to their first computer, this is the one for you. I would have returned it but then some other soul would end up buying it refurbished, I can not do that to anyone.","Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
5,ram,"August 9, 2021",2.0 out of 5 stars,Disappointed,I am so disappointed in the screen on this chromebook.  I buy Samsung because they are known for their quality.  I read the comments on poor screen quality and throught the buyers were just picky.  Well I'm not a picky person and don't like returning items.  The screen was so grayed out that it looked defective.  I have never seen any electronic screen this poor.  I'm returning it.,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
6,Brian,"October 3, 2021",1.0 out of 5 stars,terrible screen,low quality screen,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
7,M.,"January 5, 2022",1.0 out of 5 stars,Not a pro at best undrafted rookie,Listen I only owns all Samsung products from my dryer and washer to my phone to my tablet to my computer I will never buy Apple my TVs everything is Samsung but this computer is garbage. If Samsung had a garbage can I would buy that just to throw this computer in it,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
8,John Reid,"March 6, 2022",1.0 out of 5 stars,Screen sucks,"Screen blurred. Even for cheap laptop, volume turn all the way up and still hard to hear","Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
9,Jacob I.,"October 10, 2021",1.0 out of 5 stars,.,Stopped working after 4 months,"Samsung Galaxy Chromebook Go Laptop Computer Lightweight Slim Durable Design 12-Hour Battery Wi-Fi 6 Share Files with Phone, Black,Silver,32GB",&289
