,Customer_Name,Date,Ratings,Review_Title,Reviews,Product_name,Price
0,Kindle Customer,"August 4, 2022",5.0 out of 5 stars,Great lightweight laptop,"I like the sharp picture and colors are so vibrant.  I watch movies a lot and everything is so crisp and sharp!  I would have liked a touchscreen but it’s okay without..  I have a lot to learn, but it’s easy to learn with the many tutorials provided.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
1,Jang Noh,"August 23, 2022",5.0 out of 5 stars,Works well,"This product is to replace an aging/old laptop. New one is easy to configure, works well and faster.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
2,The Bonedaddy,"August 10, 2022",4.0 out of 5 stars,FAST,"Light, fast and reliable. Wife is very pleased. AMOLED Screen looks fantastic.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
3,Neftaly,"August 15, 2022",5.0 out of 5 stars,Super liviana,El color el precio y una pantalla bonita es muy buena,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
4,Carolyn Koch,"June 12, 2022",4.0 out of 5 stars,,,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
5,Presley Ford,"June 9, 2022",4.0 out of 5 stars,"Love this laptop, but...","Overall I've been very pleased with this laptop, however, I've only had it for 3 months and the power cord is totally worthless.  It's cheap and has fallen apart.  The only other issue I have is that it gets very hot!","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
6,Daniel,"April 30, 2022",4.0 out of 5 stars,"Excellent weight to size ratio, I like the bigger one. No touch screen but e-pen works on input pad.","I needed a good computer for the money, and this was it. The sound could be better than what you get.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
7,Happy Buyer,"June 7, 2022",5.0 out of 5 stars,Muy buena calidad,Es súper ligera pero potente. El ventilador se enciende constantemente pero en lo personal no me molesta.,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
8,Stephen Leung,"April 5, 2022",5.0 out of 5 stars,,,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
9,Lita W. Wolf,"June 7, 2022",5.0 out of 5 stars,So far so Good 🙏🏽,The battery life seems fine. Does what I need it to do. Nice big screen. Can edit my website anf upload stuff with no issue. I have high hopes for it to be a keeper for a bit 🙏🏽,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
10,Stace,"January 31, 2022",5.0 out of 5 stars,"Great speeds, so lightweight, efficient","Huge upgrade from my old Lenovo IdeaPad. Much faster for everything, and it barely weighs anything. Very convenient, looks slick, and I actually enjoy using my laptop again instead of getting frustrated with it.Some reviews online mentioned issues with the bottom of it being too thin and the mouse clicking when you're just holding the laptop - I've had it for 3 months now and that hasn't happened even once. I carry it around from living room to home office pretty often too. No issues with that.The only issue I've had is with using Citrix Workspace with dual monitors - I have a docking station and 2 work monitors hooked up to the laptop, and they work great with no issues most of the time. Using Citrix to remote in, only 1 monitor works; the other 2 are always frozen.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
11,Amber W,"March 22, 2022",5.0 out of 5 stars,My new gaming laptop!,"The battery life may be a little lower than I'd like, but that may be because I'm running graphics-heavy stuff. I didn't expect this, but it will run World of Warcraft. A little old-school maybe, so I'm not sure how well it will handle newer games, but it's every bit as good as my 4-year-old desktop machine.Oh yeah, and it does all the other stuff too. Webpages load in a flash. And it's got a fingerprint reader for logging into the computer, which isn't exactly new but I still think is cool. (Work with me here; I'm easily amused.)","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
12,Amazon Customer,"March 20, 2022",5.0 out of 5 stars,Beautiful laptop lightweight easy to take on the go!,"This was my first computer/laptop. I wasn't aware that Samsung made computers and laptops. I'm glad I saw this beautiful laptop. It's super lightweight, great screen quality, fast, I use it everyday! The battery life is the only thing I would say is a con. But I watch a lot of YouTube videos and that maybe the reason I constantly have to charge it. But other than that is a great laptop, I recommend for it for work or school!","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
13,TheIronFreak722,"March 31, 2022",2.0 out of 5 stars,"Great portability, nice look, but not worth the price.","This laptop caught my eye when I was in the market for a new one. I needed something solid for university, and this came into my feed. Needless to say, I was intrigued, but this laptop has some major flaws.The good things about this laptop really have to do only with the sleek, slender and portable design and the fact that it is extremely portable and easy to carry around. Everything else was incredibly underwhelming for the price tag.The hinges on the laptop are flimsy, and not secure. Typing on the laptop rattles the screen and is an unpleasant feature when on a video call for example. The touchpad is one of the worst touchpads I've ever seen, you can feel it click through the bottom of the laptop and you can also accidentally click while just scrolling. It is very poorly designed and not something you'd expect from a $1000+ laptop.Software is abysmal! Constant freezing, flickering and it blue screened 3 times with me within the first WEEK! Fan noise can be tuned out but the performance of this laptop is worse than my $250 Acer laptop from 2020.I figured some of the negative reviews were all bs, so I thought I'd bite. What a poor, empty excuse for a laptop. I'm hoping I just got some faulty unit but that still doesn't make up for everything else.Avoid this laptop. Hoping the Galaxy Book 2 pro is better than this!","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
14,JM,"March 29, 2022",3.0 out of 5 stars,Unfortunately runs HOT,"Just got it today, to replace my last samsung that died after nearly 7 years.  I have been using it for approx 4 hours for work.  This one runs HOT.  The loud fan, which sounds like an airplane taxiing to the terminal just after landing, stays on 90% of the time.  The fan on my old samsung which was the same but the 2015 version, rarely came on and when it did, almost was unnoticeable because it was quiet. Its in the low 60s here today, house heater is off. Not sure why.  Everything else seems to be ok so far.  But that fan issue is very noticeable.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
15,Tony Tech,"May 15, 2022",5.0 out of 5 stars,Greatest buy ever,This product was all and more than I anticipated,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
16,Dan,"February 22, 2022",5.0 out of 5 stars,Super Light Weight Powerhouse really like the full numeric key-pad,Super fast machine. Fantastic screen resolution and color rendition. Lots of memory for manipulating big data files. Can't find anything to complain about. Writing code to do financial analysis on large Account Receivable files. The speed is amazing.,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
17,Barry A.,"March 27, 2022",5.0 out of 5 stars,A Great Laptop,This laptop is perfect for my needs. Setup and upgrading were both a breeze. No problems whatsoever.,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
18,Amazon Customer,"March 25, 2022",5.0 out of 5 stars,Excelente producto,"Lo mejor de todo la calidad de pantalla , aunque el sonido no es muy alto","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
19,PinnacleMachineryServicesLLC,"January 21, 2022",5.0 out of 5 stars,,,"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
20,Valery Gumush,"January 31, 2022",5.0 out of 5 stars,"Great device, really like it. Lightweight, fast, quiet, long battery life. Best notebook I had ever!","Great device, really like it. Lightweight, fast, quiet, long battery life. Best notebook I had ever!The only disadvantage found by now - camera quality is quite poor.Even my 5 years old macbook has better camera.","Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
21,Joseph grum ,"December 19, 2021",5.0 out of 5 stars,Best laptop for price range 1k to 1.5k.,Super fast laptop.The screen is beautiful. I love the light weight.Nice packing.Best laptop I've ever won.The sould quality is amazing for this thin laptop. (You will have to go to the sound setting and press the advance speaker quality to activate the best sound possible),"Samsung Galaxy Book Pro Windows 11 Intel Evo Platform Laptop Computer 15.6"" AMOLED Screen 11th Gen Intel Core i7 Processor 16GB Memory 512GB SSD Long-Lasting Battery, Mystic Blue",&1049
